AutoSize attribute is deprecated,ToolTips.xml/BG
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/HandicapPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/ColorPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerNameBox/SlotTypePulldown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerNameBox/AlternateSlotTypePulldown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/TeamPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/ColorPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/GridButton/ScrollText/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on X-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/HandicapPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/TeamPullDown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerNameBox/AlternateSlotTypePulldown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerNameBox/SlotTypePulldown/Grid/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
SetSize called on parent-sized control on Y-axis,/FrontEnd/FrontEndContainer/MainMenu/StagingRoom/MainGrid/MainWindow/PrimaryPanelStack/PrimaryStackGrid/PlayersScrollPanel/PlayerListStack/Root/PlayerPullDown/Grid/ScrollPanel/Stack/Button/ScrollText/ScrollPanel
